provider_and_id,accident_yishuv_name,latitude,longitude
32011027730,אום אל-פחם,32.5549256829534,35.1675391875074
32011027730,אום אל-פחם,32.5549256829534,35.1675391875074
32011027730,אום אל-פחם,32.5549256829534,35.1675391875074
32011027730,אום אל-פחם,32.5549256829534,35.1675391875074
32011027730,אום אל-פחם,32.5549256829534,35.1675391875074
32011037157,אום אל-פחם,32.5549256829534,35.1675391875074
32011037157,אום אל-פחם,32.5549256829534,35.1675391875074
32011051418,אום אל-פחם,32.5194873119894,35.1668512608071
32011051418,אום אל-פחם,32.5194873119894,35.1668512608071
32013006759,אום אל-פחם,32.5194873119894,35.1668512608071
32013032271,אום אל-פחם,32.516312548554104,35.164745322051
32013032271,אום אל-פחם,32.516312548554104,35.164745322051
32013032271,אום אל-פחם,32.516312548554104,35.164745322051
32013032271,אום אל-פחם,32.516312548554104,35.164745322051
32013032271,אום אל-פחם,32.516312548554104,35.164745322051
32013045561,אום אל-פחם,32.516312548554104,35.164745322051
32013045561,אום אל-פחם,32.516312548554104,35.164745322051
32013051800,אום אל-פחם,32.516312548554104,35.164745322051
32013051800,אום אל-פחם,32.516312548554104,35.164745322051
32013054000,אום אל-פחם,32.5192355108961,35.1692141310334
32013054000,אום אל-פחם,32.5192355108961,35.1692141310334
32014020822,אום אל-פחם,32.5191094897853,35.1288343715027
32014020822,אום אל-פחם,32.5191094897853,35.1288343715027
32015016403,אום אל-פחם,32.5197874511494,35.1316435945302
32015016403,אום אל-פחם,32.5197874511494,35.1316435945302
12018016124,אום אל-פחם,32.5162948031207,35.1656712482244
12018016124,אום אל-פחם,32.5162948031207,35.1656712482244
32015014211,אילת,32.0330762631426,34.8495325791002
32015014211,אילת,32.0330762631426,34.8495325791002
32015091965,אילת,32.0330762631426,34.8495325791002
32016075888,אילת,32.0330762631426,34.8495325791002
32016075888,אילת,32.0330762631426,34.8495325791002
32017058623,אילת,32.0330762631426,34.8495325791002
32017058623,אילת,32.0330762631426,34.8495325791002
12010040185,אשדוד,32.1680328221852,34.8573857493425
12010040185,אשדוד,32.1680328221852,34.8573857493425
12011010527,אשדוד,32.1680328221852,34.8573857493425
12011010527,אשדוד,32.1680328221852,34.8573857493425
12013005338,אשדוד,32.1680328221852,34.8573857493425
12013005338,אשדוד,32.1680328221852,34.8573857493425
12014011374,אשדוד,32.9952331443849,35.1004932610318
12014011374,אשדוד,32.9952331443849,35.1004932610318
12014052114,אשדוד,32.9952331443849,35.1004932610318
12014052114,אשדוד,32.9952331443849,35.1004932610318
12015009170,אשדוד,32.9952331443849,35.1004932610318
12015009170,אשדוד,32.9952331443849,35.1004932610318
12015009170,אשדוד,32.9952331443849,35.1004932610318
12015009170,אשדוד,32.9952331443849,35.1004932610318
12017011201,אשדוד,32.626365249313395,35.3218156857409
12017011201,אשדוד,32.626365249313395,35.3218156857409
32018017621,אשדוד,32.626365249313395,35.3218156857409
32018017621,אשדוד,32.626365249313395,35.3218156857409
32018025964,אשדוד,32.9952331443849,35.1004932610318
32018025964,אשדוד,32.9952331443849,35.1004932610318
32018082237,אשדוד,32.9952331443849,35.1004932610318
32018082237,אשדוד,32.9952331443849,35.1004932610318
12019055015,אשדוד,32.9952331443849,35.1004932610318
12019055015,אשדוד,32.9952331443849,35.1004932610318
32017064512,בית חנן,31.9378295941478,34.7770132619159
12011026193,דימונה,33.1999542693147,35.5767487046922
12011026193,דימונה,33.1999542693147,35.5767487046922
12011026193,דימונה,33.1999542693147,35.5767487046922
32018040753,זיתן,31.971269984183397,34.8956424758713
32018040753,זיתן,31.971269984183397,34.8956424758713
12018041683,זרזיר,32.7142913710218,35.2189486049324
12018041683,זרזיר,32.7142913710218,35.2189486049324
32018056087,זרזיר,32.7142913710218,35.2189486049324
32018056087,זרזיר,32.7142913710218,35.2189486049324
32018056087,זרזיר,32.7142913710218,35.2189486049324
32018056087,זרזיר,32.7142913710218,35.2189486049324
12018069539,זרזיר,32.7142913710218,35.2189486049324
12011002693,טירה,32.2267262158369,34.9509021754605
12011002693,טירה,32.2267262158369,34.9509021754605
12011002693,טירה,32.2267262158369,34.9509021754605
12011002693,טירה,32.2267262158369,34.9509021754605
12011066217,טירה,32.2442384743183,34.9646582442625
12011066217,טירה,32.2442384743183,34.9646582442625
32013054997,טירה,32.2447530058231,34.9649327758152
12017052490,טירה,32.2478246556446,34.958473058382694
12017052490,טירה,32.2478246556446,34.958473058382694
32011047234,ירכא,32.949982939062096,35.179203601163
32011047234,ירכא,32.949982939062096,35.179203601163
32011047234,ירכא,32.949982939062096,35.179203601163
12011051824,ירכא,32.949982939062096,35.179203601163
12011051824,ירכא,32.949982939062096,35.179203601163
12011051824,ירכא,32.949982939062096,35.179203601163
12011051824,ירכא,32.949982939062096,35.179203601163
12011067173,ירכא,32.9543650060139,35.1788494194208
12011067173,ירכא,32.9543650060139,35.1788494194208
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012048291,ירכא,32.949982939062096,35.179203601163
12012063240,ירכא,32.9543650060139,35.1788494194208
12012063240,ירכא,32.9543650060139,35.1788494194208
12012063240,ירכא,32.9543650060139,35.1788494194208
32016031934,ירכא,32.949982939062096,35.179203601163
32016031934,ירכא,32.949982939062096,35.179203601163
32018067707,ישרש,31.9175479704319,34.850336466768304
32014046266,כפר ברא,32.1364536447882,34.962566723243796
32014046266,כפר ברא,32.1364536447882,34.962566723243796
32014046266,כפר ברא,32.1364536447882,34.962566723243796
32009031694,כפר קרע,32.513634797353895,35.064409754001005
32009031694,כפר קרע,32.513634797353895,35.064409754001005
32009031694,כפר קרע,32.513634797353895,35.064409754001005
12011058525,כפר קרע,32.5096412892758,35.0654801425269
12011058525,כפר קרע,32.5096412892758,35.0654801425269
32012017096,כפר קרע,32.5037075421067,35.0357363626324
12014032247,כפר קרע,32.5056680403367,35.031837922761
12014032247,כפר קרע,32.5056680403367,35.031837922761
12016084370,כפר קרע,32.5157554010802,35.0502942940967
12016084370,כפר קרע,32.5157554010802,35.0502942940967
12016084370,כפר קרע,32.5157554010802,35.0502942940967
